 Fm-3m             225
 Lattice constants :
    a          b          c         alpha      beta       gamma      volume
    4.07890    4.07890    4.07890   90.00000   90.00000   90.00000    67.8624    

 Metric Tensor     :
      16.63743      0.00000      0.00000
       0.00000     16.63743      0.00000
       0.00000      0.00000     16.63743

 Reciprocal Lattice constants :
    a*         b*         c*        alpha*     beta*      gamma*     volume
    0.24516    0.24516    0.24516   90.00000   90.00000   90.00000   0.147357E-01

 Reciprocal metric tensor     : 
       0.06011     -0.00000     -0.00000
      -0.00000      0.06011     -0.00000
      -0.00000     -0.00000      0.06011

 Found neighbours (quick more = F periodic boundaries (x,y,z) = F F F ) 
   Position of search center   :     8.000      4.000     -7.000
   Search radius [A]           :    15.000
   Unit cell and site          :   10   10   10 /   1
   Atom index                  :     25327 (AU(1)    )

    #   atom    name     dist [A]            pos                cell     site
   --------------------------------------------------------------------------
   127  29081   AU(1)        7.63    6.50    4.50   -6.00   37  23  11    1
   128  29083   AU(1)        7.63    7.00    4.50   -5.50    1  24  11    1
   129  29218   AU(1)        7.63    7.50    5.50   -6.00   31  25  11    2
   130  28952   AU(1)        7.63    8.50    3.00   -5.50    9  22  11    2
   131  29093   AU(1)        7.63    9.50    4.50   -6.00    6  24  11    1
   132  28947   AU(1)        7.63    7.00    3.50   -5.50    7  22  11    1
   133  28815   AU(1)        7.63    8.50    2.50   -6.00   15  20  11    1
   134  28948   AU(1)        7.63    7.50    3.00   -5.50    7  22  11    2
   135  25335   AU(1)        8.16   10.00    4.00   -7.00   14  10  10    1
   136  32993   AU(1)        8.16    8.00    4.00   -5.00   32   2  13    1
   137  25319   AU(1)        8.16    6.00    4.00   -7.00    6  10  10    1
   138  25586   AU(1)        8.16    8.00    6.00   -7.00   28  13  10    2
   139  25059   AU(1)        8.16    8.00    2.00   -7.00   24   6  10    1
   140  18305   AU(1)        8.16    8.00    4.00   -9.00   14  26   7    1
   141  18299   AU(1)        8.65    6.50    4.00   -8.50   11  26   7    1
   142  25453   AU(1)        8.65    6.50    5.50   -7.00   36  11  10    1
   143  29092   AU(1)        8.65    9.50    4.00   -5.50    5  24  11    2
   144  25465   AU(1)        8.65    9.50    5.50   -7.00    5  12  10    1
   145  25054   AU(1)        8.65    6.50    2.50   -7.00   21   6  10    2
   146  28813   AU(1)        8.65    8.00    2.50   -5.50   14  20  11    1
   147  25066   AU(1)        8.65    9.50    2.50   -7.00   27   6  10    2
   148  29220   AU(1)        8.65    8.00    5.50   -5.50   32  25  11    2
   149  18430   AU(1)        8.65    8.00    5.50   -8.50    2  28   7    2
   150  18311   AU(1)        8.65    9.50    4.00   -8.50   17  26   7    1
   151  18054   AU(1)        8.65    8.00    2.50   -8.50   36  22   7    2
   152  29080   AU(1)        8.65    6.50    4.00   -5.50   36  23  11    2
   153  18308   AU(1)        8.65    8.50    4.50   -9.00   15  26   7    2
   154  32996   AU(1)        8.65    8.50    4.50   -5.00   33   2  13    2
   155  21463   AU(1)        8.65    8.50    2.00   -7.50    2  32   8    1
   156  25187   AU(1)        8.65    6.00    3.50   -6.50   14   8  10    1
   157  25061   AU(1)        8.65    8.50    2.00   -6.50   25   6  10    1
   158  25320   AU(1)        8.65    6.00    4.50   -6.50    6  10  10    2
   159  32857   AU(1)        8.65    8.50    3.50   -5.00    1   1  13    1
   160  21459   AU(1)        8.65    7.50    2.00   -7.50   37  31   8    1
   161  25336   AU(1)        8.65   10.00    4.50   -6.50   14  10  10    2
   162  18304   AU(1)        8.65    7.50    4.50   -9.00   13  26   7    2
   163  32992   AU(1)        8.65    7.50    4.50   -5.00   31   2  13    2
   164  25057   AU(1)        8.65    7.50    2.00   -6.50   23   6  10    1
   165  25203   AU(1)        8.65   10.00    3.50   -6.50   22   8  10    1
   166  32853   AU(1)        8.65    7.50    3.50   -5.00   36  37  12    1
   167  25584   AU(1)        8.65    7.50    6.00   -6.50   27  13  10    2
   168  21975   AU(1)        8.65    7.50    6.00   -7.50   36   1   9    1
   169  25588   AU(1)        8.65    8.50    6.00   -6.50   29  13  10    2
   170  18179   AU(1)        8.65    7.50    3.50   -9.00   25  24   7    1
   171  21717   AU(1)        8.65    6.00    4.50   -7.50   18  35   8    1
   172  21733   AU(1)        8.65   10.00    4.50   -7.50   26  35   8    1
   173  21586   AU(1)        8.65    6.00    3.50   -7.50   26  33   8    2
   174  21602   AU(1)        8.65   10.00    3.50   -7.50   34  33   8    2
   175  21979   AU(1)        8.65    8.50    6.00   -7.50    1   2   9    1
   176  18183   AU(1)        8.65    8.50    3.50   -9.00   27  24   7    1
   177  18429   AU(1)        9.12    8.00    5.00   -9.00    2  28   7    1
   178  21732   AU(1)        9.12   10.00    4.00   -8.00   25  35   8    2
   179  25186   AU(1)        9.12    6.00    3.00   -7.00   13   8  10    2
   180  28812   AU(1)        9.12    8.00    2.00   -6.00   13  20  11    2
   181  21977   AU(1)        9.12    8.00    6.00   -8.00   37   1   9    1
   182  21716   AU(1)        9.12    6.00    4.00   -8.00   17  35   8    2
   183  25466   AU(1)        9.12   10.00    5.00   -7.00    5  12  10    2
   184  32854   AU(1)        9.12    8.00    3.00   -5.00   36  37  12    2
   185  25582   AU(1)        9.12    7.00    6.00   -7.00   26  13  10    2
   186  32989   AU(1)        9.12    7.00    4.00   -5.00   30   2  13    1
   187  25063   AU(1)        9.12    9.00    2.00   -7.00   26   6  10    1
   188  32997   AU(1)        9.12    9.00    4.00   -5.00   34   2  13    1
   189  29078   AU(1)        9.12    6.00    4.00   -6.00   35  23  11    2
   190  29094   AU(1)        9.12   10.00    4.00   -6.00    6  24  11    2
   191  33129   AU(1)        9.12    8.00    5.00   -5.00   26   4  13    1
   192  25450   AU(1)        9.12    6.00    5.00   -7.00   34  11  10    2
   193  21461   AU(1)        9.12    8.00    2.00   -8.00    1  32   8    1
   194  18309   AU(1)        9.12    9.00    4.00   -9.00   16  26   7    1
   195  25202   AU(1)        9.12   10.00    3.00   -7.00   21   8  10    2
   196  18301   AU(1)        9.12    7.00    4.00   -9.00   12  26   7    1
   197  18180   AU(1)        9.12    8.00    3.00   -9.00   25  24   7    2
   198  29350   AU(1)        9.12    8.00    6.00   -6.00   23  27  11    2
   199  25590   AU(1)        9.12    9.00    6.00   -7.00   30  13  10    2
   200  25055   AU(1)        9.12    7.00    2.00   -7.00   22   6  10    1
   201  29225   AU(1)        9.57    9.50    5.00   -5.50   35  25  11    1
   202  21859   AU(1)        9.57    9.50    5.50   -8.00   15  37   8    1
   203  29226   AU(1)        9.57    9.50    5.50   -6.00   35  25  11    2
   204  21468   AU(1)        9.57    9.50    2.50   -8.00    4  32   8    2
   205  29216   AU(1)        9.57    7.00    5.50   -5.50   30  25  11    2
   206  21456   AU(1)        9.57    6.50    2.50   -8.00   35  31   8    2
   207  29224   AU(1)        9.57    9.00    5.50   -5.50   34  25  11    2
   208  29214   AU(1)        9.57    6.50    5.50   -6.00   29  25  11    2
   209  18058   AU(1)        9.57    9.00    2.50   -8.50    1  23   7    2
   210  29213   AU(1)        9.57    6.50    5.00   -5.50   29  25  11    1
   211  28956   AU(1)        9.57    9.50    3.00   -5.50   11  22  11    2
   212  28944   AU(1)        9.57    6.50    3.00   -5.50    5  22  11    2
   213  18423   AU(1)        9.57    6.50    5.00   -8.50   36  27   7    1
   214  18174   AU(1)        9.57    6.50    3.00   -8.50   22  24   7    2
   215  18050   AU(1)        9.57    7.00    2.50   -8.50   34  22   7    2
   216  18434   AU(1)        9.57    9.00    5.50   -8.50    4  28   7    2
   217  28817   AU(1)        9.57    9.00    2.50   -5.50   16  20  11    1
   218  18186   AU(1)        9.57    9.50    3.00   -8.50   28  24   7    2
   219  28809   AU(1)        9.57    7.00    2.50   -5.50   12  20  11    1
   220  28807   AU(1)        9.57    6.50    2.50   -6.00   11  20  11    1
   221  18435   AU(1)        9.57    9.50    5.00   -8.50    5  28   7    1
   222  18426   AU(1)        9.57    7.00    5.50   -8.50   37  27   7    2
   223  28819   AU(1)        9.57    9.50    2.50   -6.00   17  20  11    1
   224  21847   AU(1)        9.57    6.50    5.50   -8.00    9  37   8    1
   225  18176   AU(1)        9.99    7.00    3.00   -9.00   23  24   7    2
   226  21457   AU(1)        9.99    7.00    2.00   -8.00   36  31   8    1
   227  21981   AU(1)        9.99    9.00    6.00   -8.00    2   2   9    1
   228  21585   AU(1)        9.99    6.00    3.00   -8.00   26  33   8    1
   229  21465   AU(1)        9.99    9.00    2.00   -8.00    3  32   8    1
   230  32858   AU(1)        9.99    9.00    3.00   -5.00    1   1  13    2
   231  21844   AU(1)        9.99    6.00    5.00   -8.00    7  37   8    2
   232  21860   AU(1)        9.99   10.00    5.00   -8.00   15  37   8    2
   233  21601   AU(1)        9.99   10.00    3.00   -8.00   34  33   8    1
   234  29211   AU(1)        9.99    6.00    5.00   -6.00   28  25  11    1
   235  33125   AU(1)        9.99    7.00    5.00   -5.00   24   4  13    1
   236  18184   AU(1)        9.99    9.00    3.00   -9.00   27  24   7    2
   237  18425   AU(1)        9.99    7.00    5.00   -9.00   37  27   7    1
   238  33133   AU(1)        9.99    9.00    5.00   -5.00   28   4  13    1
   239  28808   AU(1)        9.99    7.00    2.00   -6.00   11  20  11    2
   240  28816   AU(1)        9.99    9.00    2.00   -6.00   15  20  11    2
   241  28958   AU(1)        9.99   10.00    3.00   -6.00   12  22  11    2
   242  32850   AU(1)        9.99    7.00    3.00   -5.00   34  37  12    2
   243  18433   AU(1)        9.99    9.00    5.00   -9.00    4  28   7    1
   244  29346   AU(1)        9.99    7.00    6.00   -6.00   21  27  11    2
   245  29227   AU(1)        9.99   10.00    5.00   -6.00   36  25  11    1
   246  28942   AU(1)        9.99    6.00    3.00   -6.00    4  22  11    2
